Country,Code,X,Y,Arrival_Requirement,Quarantine_Requirement
Bhutan,BTN,90.427775,27.395175,"COVID-19 negative certification not required / not known. 

Thermal screening on arrival.","Quarantine requirement at government designated site. 

All travellers, including Bhutanese nationals, who are able to enter the country are subject to mandatory quarantine in a facility for 21 days. The three-week mandatory quarantine period will be reduced to two weeks for inbound international travelers who have proof of full vaccination. Those who have not taken the vaccination or got incomplete vaccination have to observe the 21-day mandatory quarantine."
Bi'r Tawīl,"SDN, EGY",33.687997,21.888666,,
Bird Island,VEN,-63.617377,15.668231,,
Bolivia,BOL,-64.662243,-16.712734,"COVID-19 negative certification required for entering the country. 

Passengers arriving from all countries require a PCR test taken up to 72 hours before flying and is required for everybody over 5-years of age to enter Bolivia. ","Quarantine requirement at government designated site. 

On arrival you must quarantine for 10 days, and pay for a PCR test on the 7th day of quarantine."
Bonaire,BES,-68.308064,12.226704,"COVID-19 negative certification required for entering the country. 

Travellers must complete a travel questionnaire <a href=""https://www.statiagovernment.com/documents/forms/2020/07/02/travel-questionaire-sint-eustatius-public-health"">access here</a> and take a COVID-19 test before entering the country and on day 12 of quarantine. 
","Quarantine Requirement- Unknown where. 

Bonaire: Travellers must meet testing requirements and fill out a health declaration form. More information can be found on the <a href=""https://www.bonairecrisis.com/en/qas/qas-travelers/#main"">website of the government of Bonaire</a>.<br>
Saba: Quarantine requirements depend on the country of departure and on whether a traveller is vaccinated.<br>
St Eustatius: Travellers from are subject to border screening, testing and quarantine requirements. All travellers must request entrance by email at least 72 hours before the planned date of arrival."
Bosnia and Herzegovina,BIH,17.785036,44.168219,"COVID-19 negative certification required for entering the country.

Foreign nationals, including those with residence in Bosnia and Herzegovina, need a negative COVID-19 (PCR) test result that is not older than 48 hours. Some groups are exempt from this rule: Diplomats travelling to Bosnia and Herzegovina on official duties, EUFOR/NATO staff, freight drivers and crew, and foreigners in transit to their country of residence. ","Quarantine requirement at government designated site- subject to PCR. 

Foreign nationals, including those with residence in Bosnia and Herzegovina, need a negative COVID-19 (PCR) test result that is not older than 48 hours."
Botswana,BWA,23.813802,-22.188101,"COVID-19 negative certification required for entering the country.

You must present proof of a negative COVID-19 PCR test performed no more than 72 hours prior to your arrival. ","Quarantine requirement at government designated site. 

Returning residents may be subject to a 14-day mandatory quarantine period in government facilities at their own expense and compulsory COVID-19 testing."
Bouvet Island,BVT,3.363476,-54.421105,,
Brazil,BRA,-53.089656,-10.772064,"COVID-19 negative certification required for entering the country. 
 
Anyone travelling to Brazil by air needs to present the airline at check-in documentary evidence of a negative PCR test for COVID-19 taken within 72 hours of boarding or a negative antigen test taken within 24 hours of boarding in English, Spanish or Portuguese. All children under the age of 2 are exempt from the requirement to present a negative test. Children under the age of 12 who are accompanied by adult(s) who have proof of a negative test are also exempt.  <br>","Quarantine Requirement- Unknown where, dependent on local federal state. Travellers who have travelled through the UK are subject to quarantine on arrival.

The Brazilian Government has removed the temporary suspension on entry to the country from travellers who have been physically present in the UK in the past 14 days. Foreign nationals including British can now enter the country on direct (Brazil-UK) flights or by transiting through third countries, subject to regular entry requirements.<br>
All travellers to Brazil are currently required to complete a <a href=""https://formulario.anvisa.gov.br/?lang=en"">Travelers Health Declaration</a>
 form within 72 hours of boarding. This can be done online. The English version is available <a href=""https://formulario.anvisa.gov.br/?lang=en"">here</a>.
Further information is available on the website of <a href=""http://cglondres.itamaraty.gov.br/en-us/covid-19.xml"">Brazil’s Consulate General.</a>"
British Virgin Islands,VGB,-64.59433,18.430285,"COVID-19 negative certification subject to special conditions.

Fully vaccinated adults and unaccompanied children must:<br>
pre-register for a rapid antigen test using the Hummingbird portal for your point of entry: <br>
•        <a href=""https://westend.bvi.care/"">West End Ferry Terminal</a><br>
•        <a href=""https://rtferry.bvi.care/"">Road Town Ferry Terminal</a><br>
•        <a href=""https://airport.bvi.care/"">Terrance B. Lettsome International Airport</a><br>
•        show proof of a negative RT-PCR COVID-19 test or a negative rapid antigen test taken within 5 days prior to arrival. The type of test taken should be guided by the entry requirements of any country transited en route to the BVI<br>
•        show proof of vaccination status<br>
•        take a rapid COVID-19 test upon arrival at a cost of $50 and receive a negative result<br>
•        show proof of travel insurance with minimum approved coverage for quarantine accommodation costs, medical repatriation and COVID-19 medical costs, including hospitalisation, doctor’s visits and prescriptions<br>
Partially vaccinated and unvaccinated adults and unaccompanied children must:<br>
•        register for a BVI Gateway Traveller Authorisation Certificate at a cost of $175.00<br>
•        show proof of a negative RT-PCR COVID-19 test taken 3 to 5 days prior to arrival. Partially vaccinated travellers will also need to show proof of their vaccination status<br>
•        take a RT-PCR COVID-19 test upon arrival<br>
•        show proof of travel insurance with minimum approved coverage for quarantine accommodation costs, medical repatriation and COVID-19 medical costs, including hospitalisation, doctor’s visits and prescriptions<br>
•        quarantine for four days (partially vaccinated travellers) or seven days (unvaccinated travellers)<br>
•        take a RT-PCR COVID-19 test on day 4 (partially vaccinated travellers) or day 7 (unvaccinated travellers). Travellers will be able to end their quarantine if they receive a negative test result<br>
•        obtain approval from the <a href=""http://bvimonitor.info/homequarantine"">Environmental Health Division</a> if quarantining in a private residence, hotel or vessel.<br>","Quarantine requirement at government pre-approved accommodation. 

Partially vaccinated and unvaccinated adults and unaccompanied children must:<br>
•        register for a BVI Gateway Traveller Authorisation Certificate at a cost of $175.00<br>
•        show proof of a negative RT-PCR COVID-19 test taken 3 to 5 days prior to arrival. Partially vaccinated travellers will also need to show proof of their vaccination status<br>
•        take a RT-PCR COVID-19 test upon arrival<br>
•        show proof of travel insurance with minimum approved coverage for quarantine accommodation costs, medical repatriation and COVID-19 medical costs, including hospitalisation, doctor’s visits and prescriptions<br>
•        quarantine for four days (partially vaccinated travellers) or seven days (unvaccinated travellers)<br>
•        take a RT-PCR COVID-19 test on day 4 (partially vaccinated travellers) or day 7 (unvaccinated travellers). Travellers will be able to end their quarantine if they receive a negative test result<br>
•        obtain approval from the <a href=""http://bvimonitor.info/homequarantine"">Environmental Health Division</a> if quarantining in a private residence, hotel or vessel.<br>
For information on <a href=""https://www.gov.uk/foreign-travel-advice/british-virgin-islands/entry-requirements#testing-and-quarantine-requirements-for-accompanied-children"">testing and quarantine requirements for accompanied children</a>, see below.<br>
Where people are travelling in mixed groups, unvaccinated and partially vaccinated individuals will need to quarantine upon arrival whilst vaccinated individuals in the group will not be subject to quarantine measures providing they test negative on arrival.<br>

"
